Formula,RT,Mass,Cpd,Antibase ID,CAS
C9H10O3,,166.063,2-Hydroxy-4'-methoxyacetophenone,26757,
C10H12O4,,196.0736,Methyl 4-methoxy mandelate,26758,
C10H12O5,,212.0685,Methyl 3-hydroxy-4-methoxymandelate,26759,
C10H12O4,,196.0736,Methyl 3-hydroxy-4-methoxyphenylacetate,26760,
C11H14O4,,210.0892,"Methyl 3,4-dimethoxyphenylacetate",26761,
C9H10O4,,182.0579,3-Hydroxy-4-methoxyphenylacetic acid,26762,
C12H24O2,,200.1776,"4,9-Dimethyldecanoic acid",26763,
C14H28O2,,228.2089,"4,11-Dimethyldodecanoic acid",26764,
C14H28O2,,228.2089,"4,10-Dimethyldodecanoic acid",26765,
C16H32O2,,256.2402,"4,13-Dimethyltetradecanoic acid",26766,
C16H32O2,,256.2402,"2,13-Dimethyltetradecanoic acid",26767,
C16H32O2,,256.2402,"2,12-Dimethyltetradecanoic acid",26768,
C11H14O4,,210.0892,"2,4-Dihydroxy-3-methoxymethyl-5-methylacetophenone",26769,
C14H22N5O7P1,,403.1257,B-Factor,26770,52278-63-4
C32H50O4,,498.3709,3-Acetyl-aleuritolic acid; 3-Acetoxy-14-taraxerene carboxylic acid,26771,
C30H48O1,,424.3705,Taraxerone,26772,
C30H50O1,,426.3862,Taraxerole,26773,
C12H16N2O3,,236.1161,N3-Acetyl-5-methoxykynuramine; AMK,26774,
C16H12O5,,284.0685,Kakkatin,26775,57960-04-0
C23H16O7,,404.0896,Genistein-4'-(6*-methyl) salicylate,26776,
C23H18O7,,406.1053,13-Acetyl-bisanhydro-13-dihydrodaunomycinone,26779,
C22H19Cl2N3O5,,475.0702,Akashin A,26780,
C24H21Cl2N3O6,,517.0807,Akashin B,26781,
C26H25Cl2N3O6,,545.112,Akashin C,26782,
C9H10N2O2,,178.0742,Anthranilamide-acetate; o-Acetylaminobenzamid; NP-101A,26783,
C15H21Br1O2,,312.0725,Luzofuran,26784,
C9H11N1O1,,149.0841,Benzylacetamide; Phenylmethylacetamid,26785,
C43H52O16,,824.3255,Himalomycin A,26786,
C43H56O16,,828.3568,Himalomycin B,26787,
C22H20O7,,396.1209,Parimycin,26788,
C40H50O19,,834.2946,Trioxacarcin D,26789,
C34H44O18,,740.2528,Trioxacarcin E,26790,
C42H56O22,,912.3263,Trioxacarcin F,26791,
C47H57N5O21,,1027.3546,Gutingimycin; (previously Gotingamycin),26792,
C17H21N3O5S1,,379.1202,Maremycin-C2,26794,
C16H17N3O4,,315.1219,Maremycin-D2,26795,
,,0,Phospholipids,26796,
C28H42O8,,506.288,Soraphen-C,26797,
C27H42O8,,494.288,Soraphen-D,26798,
C29H46O9,,538.3142,Soraphen-E,26799,
C29H46O8,,522.3193,Soraphen-F,26800,
C28H42O9,,522.2829,Soraphen-H,26801,
C28H44O8,,508.3036,Soraphen-J,26802,
C28H44O9,,524.2985,Soraphen-M,26803,
C29H44O9,,536.2985,Soraphen-N,26804,
C28H44O8,,508.3036,Soraphen-Q,26805,
C26H40O8,,480.2723,Soraphen-R,26806,
C27H40O8,,492.2723,Soraphen-S,26807,
C27H42O8,,494.288,Soraphen-T,26808,
C29H44O9,,536.2985,Soraphen-U,26809,
C28H42O8,,506.288,Soraphen-V,26810,
C27H40O9,,508.2672,Soraphen-X,26811,
C27H40O9,,508.2672,Soraphen-Y,26812,
C28H42O9,,522.2829,Soraphen-Z,26813,
C28H42O9,,522.2829,Soraphen-,26814,
C28H42O8,,506.288,Soraphen-,26815,
C28H42O9,,522.2829,Soraphen-,26816,
C28H42O9,,522.2829,Soraphen-,26817,
C27H40O8,,492.2723,Soraphen-,26818,
C28H44O9,,524.2985,Soraphen-my,26819,
C28H42O9,,522.2829,Soraphen-ny,26820,
C27H40O8,,492.2723,Soraphen-,26821,
C29H44O9,,536.2985,Soraphen-,26822,
C27H40O8,,492.2723,Soraphen-,26823,
C27H42O9,,510.2829,Soraphen-,26824,
C29H44O9,,536.2985,Soraphen-,26825,
C17H17N1O4,,299.1158,3-Methoxy-4-hydroxy-4-(4'-methoxyphenyl)quinolinone; Quinolonone A,26826,
C17H17N1O5,,315.1107,"3-Methoxy-4,6-dihydroxy-4-(4'-methoxyphenyl)quinolinone; Quinolonone B",26827,
C20H20N2O9,,432.1169,Penicillazine,26828,
C16H12O6,,300.0634,Lactone I,26829,
C16H12O7,,316.0583,Lactone II,26830,
C15H23Br1O1,,298.0932,Calenzanol,26831,
C30H44O5,,484.3189,Nalanthalide,26832,145603-76-5
C47H66O2,,662.5063,2-trans-Thermoplasmaquinone,26833,
C47H66O2,,662.5063,2-cis-Thermoplasmaquinone,26834,
C11H18O5,,230.1154,,26835,
C11H18O6,,246.1103,Metabolite IIa,26836,
C11H20O4,,216.1362,Metabolite V,26837,
C12H15N1O2,,205.1103,Metabolite VIIa,26838,
C75H112N20O23S2,,1724.7651,Bacteriocin RC714,26839,
C40H56O3,,584.4229,"Prenigroxanthin; (all-E,3R,3'S,6'S)-,g-carotene-3,3',6'-triol",26840,
C28H22N4O7,,526.1489,(-)-Indocarbazostatin B,26841,
C75H113N21O22S2,,1723.7811,Bacteriocin 31,26842,
C11H18O6,,246.1103,Metabolite IIb,26843,
C12H22O5,,246.1467,Metabolite Vb,26844,
C11H20O5,,232.1311,Metabolite Vc,26845,
C12H15N1O2,,205.1103,Metabolite VIIb,26846,
C29H38O9,,530.2516,3-Hydroxy-epiisororidin E,26847,
C30H36O14,,620.2105,Masutakeside I,26848,
C10H16O4,,200.1049,Masutakic acid A,26849,
C20H32O3,,320.2351,Mariannaeapyrone,26850,
C33H38N2O9,,606.2577,structure Ia,26851,
C33H38N2O10,,622.2526,structure II,26852,
C33H36N2O11,,636.2319,structure IIIa,26853,
C34H40N2O10,,636.2683,structure Ib,26854,
C34H38N2O10,,634.2526,structure IIIb,26855,
C14H18Cl6N2O2,,455.9499,Dihydrodysamide C,26856,
C14H20Cl4N2O2,,388.0279,Didechlorodihydrodysamide C,26857,
C27H32O9,,500.2046,Isoverrucarin L,26858,
C29H36O9,,528.2359,3-Hydroxy-roridin H,26859,
C28H40N2O9,,548.2734,17-O-Demethyldihydrogeldanamycin,26860,
C24H38O5,,406.2719,"[1S-[1a[E(1E,3E)],2b]]-2-[6-(2-Hydroxy-2,6,6-trimethylcyclohexyl)-4-methyl-3-hexenyl]-1,3-butadiene-1,4-diol 1,4-diacetate",26861,99695-01-9
C40H66O2,,578.5063,"Retinoic acid 3,7,11,15-tetramethyl-2-hexadecenyl ester",26862,
C38H68O2,,556.5219,Hexahydroretinol oleate,26863,
C22H36O2,,332.2715,Caulerpol acetate,26864,
C15H22O2,,234.162,"(E,Z)-2-(4,8-Dimethyl-3,7-nonadienyl)-2-butenedial",26865,170931-42-7
C17H23Cl6N3O2S1,,542.9642,Neodysidenine,26866,
C68H80N6O24,,1364.5224,Lomaiviticin A,26867,
C59H95N11O15,,1197.7009,Lobocyclamide A,26868,
C65H115N13O20,,1397.8381,Lobocyclamide B,26869,
C63H111N13O20,,1369.8068,Lobocyclamide C,26870,
C65H114N14O19,,1394.8385,Laxaphycin B1,26871,
C60H97N11O14,,1195.7216,Laxaphycin A,26872,
C56H84O21S2,,1156.4947,Homoyessotoxin,26873,
C56H84O22S2,,1172.4896,45-Hydroxy-homoyessotoxin,26874,
C22H21N3O4,,391.1532,(+)-Oxazinin 1,26875,331836-02-3
C19H18N2O4,,338.1267,Oxazinine 2,26876,331836-03-4
C19H18N2O3,,322.1317,Oxazinine 3,26877,331836-05-6
C15H24Cl6O4S1,,509.9527,"(2R,3S,4R,5S,6S,7R,14E)- 2,3,5,6,7,15-Hexachloro-14-pentadecen-4-ol hydrogen sulfate",26878,328005-77-2
C40H67Cl11O11S1,,1140.0978,,26879,477241-75-1
C13H15N1O5,,265.095,Methyl 2-[propanamide-2'-methoxycarbonyl]-benzoate,26880,
C24H40O2,,360.3028,Fragosterol,26881,
C10H16O6,,232.0947,Fragodimethyl ether,26882,
C9H13N1,,135.1048,"3,4,5-Trimethylaniline",26883,
C9H11N1O1,,149.0841,1-Amino-3-phenylacetone,26884,
C24H46N2O2,,394.3559,Stockerine,26885,136771-39-6
C33H46N4O9,,642.3265,Arthrichitin; 15-G-256-epi,26886,
C10H12N4O4,,252.0859,2-Deoxyinosine,26887,
C15H19Cl1O1,,250.1124,(-)(3Z)-Laurenyne,26888,112837-84-0
C40H66N4O9,,746.483,Symplostatin 3,26889,
C41H70N4O8,,746.5194,Isodolastatin H,26890,
C56H85N1O14,,995.597,4-Hydroxy-prorocentrolide,26891,
C58H87N1O15,,1037.6076,14-O-Acetyl-4-hydroxy-prorocentrolide,26892,
C29H50O5,,478.3658,Clathriol,26893,
C17H23Br2Cl1O3,,467.9702,"5-Acetoxy-2,10-dibromo-7,8-epoxy-a-chamigrene; Prepacifenol-5-acetate",26894,
C15H21Br2Cl1,,393.9699,,26895,
C15H18Br3Cl1O2,,501.8545,,26896,
C33H64O1,,476.4957,(E)-2-Tridecyl-2-heptadec-2-enal,26897,
C63H110N14O19,,1366.8072,Laxaphycin D,26898,
C62H101N11O14,,1223.7529,Laxaphycin E,26899,
C16H27Br1O1,,314.1245,Palisol,26900,
C17H26O3,,278.1882,7-Deacetoxyolepupuane,26901,134822-40-5
C15H22O2,,234.162,"(1R,4aS,8aS)-1,4,4a,5,6,7,8,8a-Octahydro-5,5,8a-trimethyl-1,2-naphthalenedicarboxaldehyde",26902,231605-88-2
C19H32O4,,324.2301,"(1a,2a,4abeta,8aa)-Decahydro-5,5,8a-trimethyl-1,2-naphthalenedimethanol diacetate",26903,178961-85-8
C17H24O4,,292.1675,no trivial name,26904,198423-20-0
C17H24O4,,292.1675,"11-Hydroxy-7-drimen-12,11-olide acetate",26905,
C15H24O2,,236.1776,no trivial name,26906,198630-26-1
C16H28O2,,252.2089,"11,12-Epoxy-11-drimanol-11-methylether",26907,
C16H28O4,,284.1988,"11,12-Epoxy-8,11,12-drimanetriol-11-methylether; 11,12-Epoxy-11-methoxy-8-12- drimanediol",26908,
C14H22O2,,222.162,11-Hydroxy-12-nor-9(11)-drimen-8-one,26909,
C18H30O4,,310.2144,"12-Nor-8,11-drimanediol,di-acetate",26910,
C16H24O8,,344.1471,Macrosphelide I,26911,
C42H47N7O10,,809.3384,Virginiamycin S4,26912,
C42H49N7O9,,795.3592,Patricin A,26913,
C43H51N7O9,,809.3748,Patricin B,26914,
C40H56O3,,584.4229,Deepoxysalmoxanthin,26915,
C26H38N4O6,,502.2791,Probestatin,26916,
,,0,Polymyxin P2,26917,
C40H65N11O11S1,,907.4586,N-Deoxyalbopeptin B,26918,
C24H35N1O4,,401.2566,NK-170204-A,26919,161161-45-1
C53H84N8O9,,976.6361,Pestahivin; Pestahivin-A; HUN-7293,26920,
C52H82N8O8,,946.6256,Pestahivin-DM,26921,
,,0,LL-AH-272-a2,26922,
C15H22,,202.1722,trans-Calamenene,26923,
C17H26O3,,278.1882,Botryenal,26924,
C14H16,,184.1252,Candicidin; Candicidin A,26925,
C15H20N6O3,,332.1597,Monilin,26926,
C15H20O4,,264.1362,Cybrodol,26927,
C42H66O11,,746.4605,CP-44161,26928,
C12H15N5O4,,293.1124,5'-Acetylcordycepin,26929,
C30H52O2,,444.3967,Dustanin,26930,
C19H18O5,,326.1154,Egonol,26931,
C18H16O5,,312.0998,Demethoxyegonol,26932,
C25H28O10,,488.1683,Egonol glucoside,26933,
C31H38O15,,650.2211,Egonol gentiobioside,26934,
C22H42O4,,370.3083,Hexanedioic acid dioctyl ester; NSC-16201; Octyl adipate,26935,
C19H39N1O2,,313.2981,"2-Amino-9,13-dimethyl heptadecanoic acid",26936,
C42H71N1O29,,1053.4112,Isovalertatin M03,26937,
C48H81N1O34,,1215.464,Isovalertatin M13,26938,
C54H91N1O39,,1377.5168,Isovalertatin M23,26939,
C45H67N5O7S1,,821.4761,E-Dehydroapratoxin A,26940,
C12H26O3,,218.1882,[1-(2'-Methylpropoxy)-2-hydroxy-2-methyl-propoxy]butane,26941,
C16H26O7S1,,362.1399,Pandangolide 3,26942,
C24H38O8S1,,486.2287,Pandangolide 4,26943,
C8H8O5,,184.0372,Acetyl Sumiki's acid,26944,
C40H54O3,,582.4073,"Gobiusxanthin; 7,8-Didehydrodeepoxysalmoxanthin",26945,
C31H36N4O5,,544.2686,Pyrocystis luciferin,26946,
C20H32,,272.2504,Stemar-16-ene,26947,
C20H32,,272.2504,"8-epi-Primara-9(11),15-diene",26948,
C20H32,,272.2504,"Isopimara-8,15-diene",26949,6697-24-1
C20H32,,272.2504,"Pimara-7,15-diene",26950,
C28H37N3O6,,511.2682,Hydroxy-dihydroparaherquamide A,26951,
C28H35N3O6,,509.2526,Hydroxyparaherquamide A,26952,
C21H32,,284.2504,"(Z)-Heneicosa-3,6,9,12,15,18-hexaene",26953,
C25H38,,338.2974,"(Z)-Pentacosa-3,6,9,12,15,18,24-heptaene",26954,
C25H38,,338.2974,"(Z)-Pentacosa-3,6,9,12,15,18,23-heptaene",26955,
C27H42,,366.3287,"(Z)-Heptacosa-3,6,9,12,15,18,26-heptaene",26956,
C27H36O4,,424.2614,(+)-Brevione B,26957,
C27H32O4,,420.2301,(+)-Brevione C,26958,
C27H32O5,,436.225,(+)-Brevione D,26959,
C5H8O3,,116.0473,3-Oxopentanoic acid,26960,
,,0,Stachylysin,26961,
C57H85N16O25,,1393.5872,Pyoverdin CFML95-275,26962,
C35H49N6O13,,761.3358,Anachelin; Anachelin 1,26963,
C57H86N17O24,,1392.6032,Pseudomonas fluorescens 18.1 Pyoverdin,26964,
C36H84N10,,656.688,Polyamine 1,26965,
C32H54O4,,502.4022,"3-Acetoxy-15-,22-dihydroxyhopane",26966,
C30H52O3,,460.3916,"3,15,22-Trihydroxyhopane",26967,
C28H44O3,,428.329,"5,8-Epidioxy-24(R)-methylcholesta-6,22-diene-3-ol",26968,
C101H139N23O27,,2106.0211,Microcin J25,26969,
,,0,Glycoinositolphosphosphingolipids,26970,
C15H20O4,,264.1362,Coprinol,26971,
C30H22O4,,446.1518,"1,3-Bis(3-phenoxyphenoxy)benzene",26972,
C22H34O3,,346.2508,Albaconol,26973,
C42H64O15,,808.4245,Bryostatin 18,26974,
C74H110N20O23S2,,1710.7494,Enterocin SE-K4,26975,
,,0,Thuricin 7,26976,
C17H28O4,,296.1988,"4-Acetoxyprobotryane-9,10-diol",26977,
C17H28O4,,296.1988,"4-Acetoxyprobotryane-9,15a-diol",26978,
C15H26O2,,238.1933,"Probotryane-4,9-diol",26979,
C40H93N11,,727.7615,Polyamine 2,26980,
C44H102N12,,798.835,Polyamine 3,26981,
C48H111N13,,869.9085,Polyamine 4,26982,
C52H120N14,,940.982,Polyamine 5,26983,
C13H24Cl3N1O1,,315.0923,"5-Acetamido-1,1,1-trichloroundecane",26984,
C23H29Cl1O7,,452.1602,Haterumalide X,26985,343573-61-5
C15H24Br1Cl1O1,,334.0699,Pannosanol,26986,
C15H24Br1Cl1O1,,334.0699,Pannosane,26987,
C20H12O6,,348.0634,Hortein,26988,
C18H30O2,,278.2246,Hedaol A,26989,
C18H30O2,,278.2246,Hedaol B,26990,
C18H30O2,,278.2246,Hedaol C,26991,
C12H20O3,,212.1412,MKN-003B,26992,
C10H18O3,,186.1256,MKN-004B,26993,
C10H18O3,,186.1256,MKN-004C,26994,
C10H18O3,,186.1256,MKN-004D,26995,
C23H32N4O5,,444.2373,Radiosumin B,26996,
C42H62O14,,790.414,Bryostatin 17,26997,
C13H20O2,,208.1463,Neodictyoprolene,26998,
C13H22O2,,210.162,Dictyoprolene,26999,
C67H104N22O23S1,,1616.7365,Enterocin P,27000,
C69H109N23O22S2,,1675.7559,Sakacin A,27001,
C43H76O3,,640.5794,Di-O-dihydrogeranylgeranyl glycerol,27002,
C19H30O1,,274.2297,5a-Androst-16-en-3a-ol,27003,
C3H8S2,,108.0067,"2,4-Dithiapentan",27004,
C4H10S3,,153.9945,"2,4,6-Trithiaheptan",27005,
C43H88O3,,652.6733,"2,3-Di-O-phytanyl-sn-glycerol",27006,
C86H172O6,,1301.3154,"2,3,2',3'-Tetra-O-dibiphytanyl-di-sn-glycerol",27007,
C27H42,,366.3287,"Heptacosa-2,9,12,15,18,21,24-heptaene",27008,
C29H32O9,,524.2046,Dehydrocollatolic acid,27009,
C25H35N1O7,,461.2414,Q-1047R-A,27010,
C25H35N1O7,,461.2414,Q-1047R-B,27011,
C19H25N1O5,,347.1733,Q-1047H-R-A,27012,
C5H9N1O4,,147.0532,threo--Methylaspartic acid,27013,
C5H9N1O4,,147.0532,erythro--Methylaspartic acid,27014,
C20H18O7,,370.1053,Dimethyl-bipolarin,27015,
C17H14O2,,250.0994,3-Benzyl-2-phenyl butenolide; Gymnoascolide A; 4-Benzyl-3-phenyl-5H-furan-2-one,27016,
C22H20O7,,396.1209,"6,8-Dimethyl-averufin; SIPI-8917",27017,
C8H12N2O2,,168.0899,"cyclo(dehydro-Ala,Val)",27018,
C71H123N16O14,,1423.9405,CNC457.1424,27019,
C16H22O7,,326.1366,CNL277.356,27020,
C16H16O7,,320.0896,Altersolanol analog; K367 3.16.9,27021,
C25H32O5,,412.225,CNC857.412,27022,
C23H32O7,,420.2148,Verrol-4-acetate,27023,
C17H18O7S1,,366.0773,CNK367.366,27024,
C25H40O3,,388.2977,CNM715.388,27025,
C24H34O4,,386.2457,BCNM715.386B,27026,
C24H34O4,,386.2457,ACNM715.386A,27027,
C24H32O4,,384.2301,CNM715.384,27028,
C31H46N4O8,,602.3316,CNC310.602,27029,
C12H17N1O4,,239.1158,CNL593.239,27030,
C10H14O4,,198.0892,Modiolide A; CNL125.198,27031,
C37H67N7O9,,753.5,Sargassimide,27032,
C35H56N6O8,,688.416,CNK236.688,27033,
C31H46N4O9,,618.3265,CNC310.618,27034,
C45H83N7O9,,865.6252,Halovir A,27035,277302-27-9
C43H79N7O9,,837.5939,Halovir B,27036,277302-28-0
C45H83N7O8,,849.6303,Halovir C,27037,277302-29-1
C39H58N6O9,,754.4265,CNL968; Aspergillicin E,27038,
C50H67N7O7,,877.5102,Scytalidimide A,27039,619328-17-5
C51H69N7O7,,891.5258,Scytalidimide B,27040,
C26H42O7,,466.2931,CNL 523.466; Cryptosphaerolide,27041,
C25H34O7,,446.2305,CNK 371.460,27042,
C26H34O7,,458.2305,Tropolactone A; CNK 371.458,27043,
C26H29N3O5,,463.2107,CNK 262.463A; Notoamide A,27044,
C16H19N3O2S2,,349.0919,CNC350.349,27045,
C18H24O5,,320.1624,Asperentin dimethyl ether,27046,
C20H28O5,,348.1937,CNL 625; Libertellenone C,27047,
C20H19Cl1N2O8,,450.083,CNK266.450; Trichodermamide B,27048,
C25H38O4,,402.277,Ophiobolin analogue,27049,
C14H26O6,,290.1729,3-O--D-Glucopyranosyl-1-octen-3-ol,27050,
C15H26O3,,254.1882,CNL 625,27051,
C26H29N3O3,,431.2209,cnk262.431; Stephacidin A,27052,360765-74-8
C25H40O4,,404.2927,CNC477.404; Mangicol E,27053,
C25H40O5,,420.2876,Mangicol C; CNC477.422,27054,
C21H20Cl2O6,,438.0637,CN-1365.438; Pestalone,27055,
C30H28N6O4S4,,664.1055,"CNC350E_MS1.5H3; 11,11'-Dideoxyverticillin A",27056,
C26H34O6,,442.2355,CNM115.442,27057,
C26H32O6,,440.2199,Tropolactone C; CNK371.440,27058,
C24H21N5O4,,443.1594,CNM115.443,27059,
C25H26N4O3S2,,494.1446,CNK236.494,27060,
C26H28N4O3S2,,508.1603,CNK236.508,27061,
C28H36O8,,500.241,Tropolactone B; CNK371.500,27062,
C28H38O8,,502.2567,CNK715.502,27063,
C27H28N4O3,,456.2161,CNM813.456,27064,
C26H27N3O4,,445.2002,CNC-358445; CJ-17665,27065,
C27H31N3O4,,461.2315,CNC358H2; Notoamide F,27066,
C24H35N1O5,,417.2515,CNL338.417; Aspochalasin I,27067,
C25H30N4O5,,466.2216,CNK170.466,27068,
C28H40N4O5,,512.2999,CNL629.512; Microsporin A,27069,
C28H42N4O5,,514.3155,CNL629.514; Microsporin B,27070,945491-39-4
C32H36N6O4,,568.2798,CNC805.568,27071,
C32H36N6O4,,568.2798,CNC340B-5P,27072,
C33H38N6O4,,582.2955,CNC340B-4P; Diketopiperazine Dimer,27073,
C33H38N6O4,,582.2955,CNC805.582,27074,
C33H37N5O5,,583.2795,CNL629.583,27075,
C34H40N6O4,,596.3111,CNC805.596,27076,
C11H11N1O3,,205.0739,3-Hydroxy-3-acetonyloxindole; 3-Hydroxy-3-(2-oxopropyl)indol-2-one; NSC 174507,27077,
C22H29N1O7,,419.1944,Tirandamycin analog,27078,
C28H40O5,,456.2876,Cystoketal chromane precursor,27079,
C51H78O15,,930.5341,Digalactosyl diacylglycerol,27080,
C61H81N1O25,,1227.5098,Cervimycin C; A 2121-3; Altamiramycin,27081,162340-96-7
C40H62O21,,878.3784,"PHB; sPHB; Poly-(hydroxybutyric acid), mixture of high polymers",27082,
C2H5N1O1,,59.0371,Acetamide,27083,
C12H18O2,,194.1307,"Dictyopanus acid; 6,8-Dimethyl-deca-2,4,6-trienoic acid",27084,
C15H28O3,,256.2038,Cadinanetriol,27085,334828-91-0
C7H8N2O2,,152.0586,o-Amino-benzhydroxamic acid,27086,4/1/23
C28H46O3,,430.3447,"24-Methylene-cholest-5-ene-3,7,15-triole",27087,
C12H15N1O1,,189.1154,Phenylethyl-crotylamide,27088,
C15H24,,204.1878,a-Cuprenene; 2-Cuprenene,27089,
C17H22Cl5N1O1,,431.0144,"8-Acetamido-1,1,1,15,15-pentachloropentadeca-3,12-diyne",27090,
C17H21Cl6N1O1,,464.9754,"8-Acetamido-1,1,1,15,15,15-hexachloropentadeca-3,12-diyne",27091,
C17H26Cl5N1O1,,435.0457,"8-Acetamido-1,1,15,15,15-petachloropentadeca-3-yne",27092,
C17H27Cl4N1O1,,401.0847,"8-Acetamido-1,1,15,15-tetrachloropentadeca-3-yne",27093,
C15H31N1O1,,241.2406,6-Acetamidotridecane,27094,
C14H19Cl6N1O3,,458.9496,Herbacic acid,27095,
C11H18,,150.1409,4-[(1E)-Hexenyl]-cyclopentene,27096,
C11H16,,148.1252,"6-[(1E)-Butenyl]-cyclohepta-1,4-diene",27097,
C11H24,,156.1878,Undecane,27098,1120-21-4
C5H8O1,,84.0575,2-Pentenal,27099,
C6H10O1,,98.0732,(2E)-Hexenal,27100,
C7H10O1,,110.0732,"(2E,4E)-Heptadienal",27101,
C9H14O1,,138.1045,"(2E,6Z)-Nonadienal",27102,
C15H30O1,,226.2297,Pentadecanal,27103,
C6H12O1,,100.0888,(3Z)-Hexenol,27104,
C39H48O7,,628.34,"(3S,5R,6R,6'S)-3,5,6'-Trihydroxy-3'-oxo-6,7-didehydro-5,6-dihydro-10,11,20-trinor-,e-caroten-19',11'-olide 3-acetate",27105,
C4H10O1,,74.0732,2-Butanol,27106,78-92-2
C7H14O1,,114.1045,3-Heptanon,27107,
C10H20O1,,156.1514,2-Decanone,27108,
C3H8O1S1,,92.0296,2-Methylthioethanol,27109,
C6H8O2,,112.0524,"3,5-Dimethyl-2(3H)-dihydrofuranon",27110,
C11H22O1,,170.1671,2-Undecanone,27111,112-12-9
C4H6O2,,86.0368,g-Butyrolacton,27112,
C4H10O1S1,,106.0452,3-Methylthiopropanol,27113,505-10-2
C13H26O1,,198.1984,2-Tridecanone,27114,
C2H6O2S1,,94.0089,Dimethylsulfon,27115,
C3H8O2S2,,139.9966,Methyl-(methylthiomethyl)-sulfon,27116,
C23H48,,324.3756,Tricosan,27117,
C24H50,,338.3913,Tetracosane,27118,
C25H52,,352.4069,Pentacosan,27119,
C16H30O2,,254.2246,(Z)-14-Methyl-6-pentadecenoic acid,27120,
C17H34O2,,270.2559,15-Methylhexadecanoic acid,27121,
C17H32O2,,268.2402,(Z)-6-Heptadecenoic acid,27122,
C14H26O2,,226.1933,(Z)-6-Tetradecenoic acid,27123,
C15H28O2,,240.2089,(Z)-6-Pentadecenoic acid,27124,
C18H34O2,,282.2559,(Z)-8-Octadecenoic acid,27125,
C19H38O2,,298.2872,17-Methyloctadecanoic acid,27126,
C19H36O2,,296.2715,Nonadecanoic acid,27127,
C20H40O2,,312.3028,18-Methylnonadecanoic acid,27128,
C21H42O2,,326.3185,19-Methyleicosanoic acid,27129,
C21H42O2,,326.3185,18-Methyleicosanoic acid,27130,
C22H44O2,,340.3341,20-Methylheneicosanoic acid,27131,
C23H46O2,,354.3498,21-Methyldocosanoic acid,27132,
C24H48O2,,368.3654,22-Methyltricosanoic acid,27133,
C25H50O2,,382.3811,Pentacosanoic acid,27134,
C60H86Cl2O32,,1388.4479,Gavibamycin A1,27135,
C60H88Cl2O32,,1390.4636,Gavibamycin A3,27136,
C60H88O32,,1320.5259,Gavibamycin B1,27137,
C60H90O32,,1322.5415,Gavibamycin B3,27138,
C29H38N2O5,,494.2781,Tu-6239 C2; Ikarugamycin epoxide,27139,
C30H40N2O6,,524.2886,Tue-6239 C1; Ripromycin,27140,
C19H21N3O6,,387.143,V1,27141,
C18H19N3O6,,373.1274,V3,27142,
C5H7N1O1S1,,129.0248,Thiazoloethanol,27143,
C41H58N6O11,,810.4164,Arylomycin A1,27144,
C42H60N6O11,,824.432,Arylomycin A2,27145,
C42H60N6O11,,824.432,Arylomycin A3,27146,
C41H57N7O13,,855.4014,Arylomycin B1,27147,
C42H59N7O13,,869.4171,Arylomycin B2,27148,
C42H59N7O13,,869.4171,Arylomycin B3,27149,
C45H69N5O8S1,,839.4867,Apratoxin-A,27150,350791-64-9
C8H9N1O2,,151.0633,4-Hydroxyacetanilide,27151,
C6H6Cl1N1O1,,143.0138,4-Amino-2-chlorophenol,27152,
C24H29Cl1O7,,464.1602,Chloreverninate ester of armillarinin,27153,
C21H34O3,,334.2508,(S)-12-Hydroxygeranylgeranic acid methyl ester,27154,
C20H32O2,,304.2402,(S)-12-Hydroxygeranylgeranial,27155,
C20H31Br1O2,,382.1507,Prevezol A,27156,
C20H33Br1O3,,400.1613,Prevezol B,27157,
C20H22N6O4S3,,506.0865,Nostocyclamide M,27158,
C30H50O1,,426.3862,(E)-24-Propylidenecholesterol,27159,
C30H52O1,,428.4018,(24R)-24-Propylcholesterol,27160,
C30H52O1,,428.4018,24-Isopropylcholesterol,27161,
C30H34N2O11,,598.2163,TPU-0031-A; 7'-Demethylnovobiocin; Novclobiocin 117,27162,
C30H34N2O11,,598.2163,TPU-0031-B; 5*-Demethylnovobiocin,27163,
C21H18O5,,350.1154,"(6bS,7R,8S)-7-Methoxy-4,8,9-trihydroxy-1,6b,7,8-tetrahydro-2H-benzo[j]fluoranthen-3-one",27164,
C21H18O5,,350.1154,"(6bR,7R,8S)-7-Methoxy-4,8,9-trihydroxy-1,6b,7,8-tetrahydro-2H-benzo[j]fluoranthen-3-one",27165,
C21H16O5,,348.0998,"(6bS,7R)-4,9-Dihydroxy-7-methoxy-1,2,6b,7-tetrahydrobenzo[j]fluoranthen-3,8- dione",27166,
C22H20O5,,364.1311,"(6bS,7R,8S)-4,9-Dihydroxy-7,8-dimethoxy-1,6b,7,8-tetrahydro-2H-benzo[j]fluoranthen-3-one",27167,
C27H28O11,,528.1632,F-13459b,27168,
C22H19N1O4,,361.1314,0231-A,27169,
C21H17N1O3,,331.1208,0231-B,27170,
C18H26N2O2,,302.1994,Benzastatin H,27171,
C18H26N2O2,,302.1994,Benzastatin I,27172,
C18H18N2O7S2,,438.0555,Epicorazine C,27173,
C15H18O4,,262.1205,Spirobenzofuran,27174,
C18H30O2,,278.2246,Farnesylacetone epoxide,27175,
C27H28O11,,528.1632,"F-13459a; 3,4-Dihydro-3,4,6,8-tetrahydroxy-3-methyl-lH-2-benzopyran-l-one 4-O-mycophenolate",27176,
